"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
4,0,0,0,0,0,0,277200,0,0,0,380770,37,2,415002,6,0.5,0,0.5,0,0,0.34,0,0.34,0,0,0.16,0,0.16,0,0,0.3,0,0.3,0,0,0.2,0,0.2,0,0,0.1,0,0.1,0,0,14,2,650,2193233.33333333,0,2193233.33333333,0,0,0,0,0,0,924000,0,0,0,1269233.33333333,965000,258333.333333333,0,0,0,0,0,94333.3333333333,1189200,56842.1052631579,1246042.10526316,97200,1350000,840000,2190000,15524803.3333333,0,0,15524803.3333333,6109144.10526316,136953.784,236042.721333333,372996.505333333,17247799.8386667,6718189.22807017,20793947.4385965,2562996.50533333,23356943.9439298,-10529610.6105965,12827333.3333333,0,0,1806.66666666667,1806.66666666667,0,12827333.3333333,0,0,0,0,0,0,0,0,423.333333333333,0,0,0,176.666666666667,600,796.666666666667,686.666666666667,110,0,0,0,106.666666666667,0,903.333333333333,0,3.33333333333333,0,0,0,0,0,50,0,0,240,50,0,0,306.666666666667,0,0,173.333333333333,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31.4
4,0,0,0,0,0,0,291060,0,0,0,0,99,1,423960,6,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,19.5,2,1000,2910600,0,2910600,0,0,0,0,0,0,2910600,0,0,0,0,650000,273000,0,0,0,0,0,0,589283.333333333,471810,1061093.33333333,0,960000,0,960000,20211270,0,0,20211270,5318653.33333333,239884.977066667,298156.388,538041.365066667,21709311.3650667,16947346.6666667,25529923.3333333,1498041.36506667,27027964.6984,-4761964.6984,22266000,1650,0,640,1267,11770000,10496000,0,0,0,0,0,0,0,0,15260,0,0,0,0,15260,800,530,270,0,0,0,370,0,1170,0,30,0,0,0,0,0,30,0,0,610,20,0,0,0,0,0,140,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3684210526316
4,0,0,0,0,0,0,316010,0,0,0,0,99,1,423960,6,0.34,0,0.1,0.24,0,0.34,0,0.1,0.24,0,0,0,0,0,0,0.22,0,0.1,0.12,0,0.22,0,0.1,0.12,0,0,0,0,0,0,12,2,727.272727272727,1436409.09090909,0,1436409.09090909,0,0,0,0,0,0,1436409.09090909,0,0,0,0,1204090.90909091,177272.727272727,874545.454545455,0,0,0,0,284545.454545455,285392.045454545,76581.8181818182,361973.863636364,0,3940909.09090909,0,3940909.09090909,12400440.9090909,0,0,12400440.9090909,4762797.5,122244.261454545,203078.576363636,325322.837818182,16666672.8378182,5460384.31818182,17163238.4090909,4266231.92872727,21429470.3378182,-11206288.5196364,10223181.8181818,0,0,859.090909090909,859.090909090909,0,10223181.8181818,0,0,0,0,0,0,0,0,6936.36363636364,0,0,0,0,6936.36363636364,672.727272727273,640.909090909091,31.8181818181818,0,0,0,31.8181818181818,0,704.545454545455,0,9.09090909090909,0,9.09090909090909,0,0,0,163.636363636364,0,77.2727272727273,186.363636363636,0,0,0,0,0,0,22.7272727272727,0,0,190.909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545455,28.3684210526316
4,0,0,0,0,0,0,914760,0,0,0,0,37,2,415002,6,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,25,2,687.5,2858625,0,2858625,0,0,0,0,0,0,2858625,0,0,0,0,1446562.5,2237187.5,0,0,1622500,0,0,321875,1313955.72916667,78157.8947368421,1392113.62390351,145750,2921875,0,2921875,34246481.25,3081250,0,37327731.25,13520865.6239035,131244.695921053,568099.5675,699344.263421053,37867700.5134211,38325384.3760965,47767346.8739035,3621219.26342105,51388566.1373246,457683.862675436,51846250,4456.25,1034.375,5278.125,6971.5,19161875,32684375,0,0,0,0,0,0,0,0,12721.875,0,0,0,0,12721.875,1993.75,1309.375,684.375,262.5,103.125,159.375,71.875,0,2328.125,0,6.25,0,18.75,0,0,0,43.75,0,437.5,1259.375,75,0,0,243.75,0,0,128.125,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.625,31.4
4,0,0,0,0,0,0,97020,0,0,0,17570,37,1,415002,6,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,23,2,500,1145900,0,1145900,0,0,0,0,0,0,970200,0,0,0,175700,3713000,1188000,0,0,519000,0,0,0,1876612.5,597978.947368421,2474591.44736842,4320000,2890000,0,2890000,30597510,0,0,30597510,13775493.4473684,1337204.87589474,460826.284,1798031.15989474,35285541.1598947,12069506.5526316,44373003.4473684,4688031.15989474,49061034.6072632,-23216034.6072632,25845000,3990,0,1350,2866.2,13965000,11880000,0,0,0,0,0,0,0,0,5090,0,0,0,5340,10430,1640,1400,240,0,0,0,130,0,1770,0,10,0,60,0,0,0,100,0,140,490,50,0,0,480,0,0,230,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,101500,0,0,0,0,289970,37,1,415002,6,0.24,0.11,0.13,0,0,0.24,0.11,0.13,0,0,0,0,0,0,0,0.24,0.11,0.13,0,0,0.24,0.11,0.13,0,0,0,0,0,0,0,25.5,2,1250,1631125,422916.666666667,1208208.33333333,0,0,0,0,0,422916.666666667,0,0,0,0,1208208.33333333,1160000,2110833.33333333,0,0,0,0,0,90833.3333333333,549252.604166667,9950.65789473684,559203.262061404,65590.2777777778,2729166.66666667,0,2729166.66666667,28278912.5,8205741.66666667,0,36484654.1666667,14238328.8731725,79584.8391419956,514320.328333333,593905.167475329,31601984.334142,17121671.1268275,42517241.3731725,3323071.834142,45840313.2073145,-14480313.2073145,31360000,0,362.5,4883.33333333333,4883.33333333333,0,31360000,0,0,0,0,0,0,29.1666666666667,29.1666666666667,0,0,0,0,4000,4000,1595.83333333333,1050,545.833333333333,470.833333333333,470.833333333333,0,141.666666666667,0,2208.33333333333,0,29.1666666666667,0,0,0,0,0,225,0,70.8333333333333,320.833333333333,50,0,0,720.833333333333,0,0,658.333333333333,0,0,129.166666666667,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,110700,0,0,0,0,0,37,1,415002,6,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,37,2,769.230769230769,851538.461538462,851538.461538462,0,0,0,0,0,0,851538.461538462,0,0,0,0,0,1516923.07692308,2682307.69230769,0,0,0,0,0,164615.384615385,428538.461538462,73451.4170040486,501989.87854251,236153.846153846,3184615.38461538,0,3184615.38461538,36389346.1538462,741000,0,37130346.1538462,7109530.34008097,144269.175546559,525087.061538461,669356.23708502,40243317.7755466,36355854.2753036,43498876.4939271,3853971.6217004,47352848.1156275,-3887463.50024292,43465384.6153846,0,253.846153846154,6507.69230769231,6507.69230769231,0,43465384.6153846,0,0,0,0,0,0,53.8461538461538,53.8461538461538,0,0,0,0,0,0,2169.23076923077,1430.76923076923,738.461538461538,46.1538461538462,23.0769230769231,23.0769230769231,69.2307692307692,0,2284.61538461538,0,23.0769230769231,0,0,0,0,0,107.692307692308,0,92.3076923076923,492.307692307692,0,0,0,1161.53846153846,0,0,284.615384615385,0,0,115.384615384615,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,117320,0,0,0,0,0,37,1,415002,6,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,46,2,400,1173200,1173200,0,0,0,0,0,0,1173200,0,0,0,0,0,2012000,2393000,0,0,0,0,0,0,600062.5,38210.5263157895,638273.026315789,0,10600000,0,10600000,42292450,0,0,42292450,6631475.02631579,113379.980842105,593596.06,706976.040842105,53599426.0408421,13102524.9736842,48923925.0263158,11306976.0408421,60230901.0671579,-40496901.0671579,19734000,0,0,2990,2990,0,19734000,0,0,0,0,0,0,70,70,0,0,0,0,0,0,2320,1560,760,0,0,0,280,0,2600,0,30,0,0,0,0,0,110,0,70,360,0,0,0,910,0,0,560,0,0,550,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,12270,614550,0,0,0,0,99,2,423960,6,0.43,0.19,0.19,0,0.05,0.43,0.19,0.19,0,0.05,0,0,0,0,0,0.43,0.19,0.19,0,0.05,0.43,0.19,0.19,0,0.05,0,0,0,0,0,14,2,458.139534883721,1457720.93023256,28534.8837209302,1429186.04651163,0,0,0,0,0,28534.8837209302,1429186.04651163,0,0,0,0,396744.186046512,219534.88372093,0,0,0,0,0,247209.302325581,601145.348837209,4049616.64626683,4650761.99510404,1446697.6744186,2913953.48837209,0,2913953.48837209,6317100,0,0,6317100,8842628.97184823,598605.151554468,107115.035348837,705720.186903305,9936773.6752754,1248998.93512852,15159728.9718482,3619673.6752754,18779402.6471236,-8687774.74014688,10091627.9069767,786.046511627907,116.279069767442,286.046511627907,584.744186046512,7860465.11627907,2231162.79069767,0,0,0,0,0,0,20.9302325581395,20.9302325581395,7279.06976744186,0,0,0,0,7279.06976744186,344.186046511628,220.93023255814,123.255813953488,0,0,0,37.2093023255814,0,381.395348837209,0,6.97674418604651,0,13.953488372093,0,0,0,44.1860465116279,0,67.4418604651163,123.255813953488,39.5348837209302,0,0,0,0,0,16.2790697674419,9.30232558139535,0,32.5581395348837,0,0,0,4.65116279069767,23.2558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6
4,0,0,0,0,0,17570,0,0,0,0,0,33,2,434170,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,19.3333333333333,1,757.575757575758,53242.4242424242,53242.4242424242,0,0,0,0,0,0,53242.4242424242,0,0,0,0,0,1120606.06060606,181515.151515152,0,0,0,0,0,0,269065.656565657,0,269065.656565657,559545.454545454,2918181.81818182,0,2918181.81818182,11989469.6969697,375527.272727273,0,12364996.969697,2993672.02020202,49828.5858585859,170132.471515151,219961.057373737,15127612.5725253,-2048217.47474747,14983141.7171717,3138142.87555556,18121284.5927273,-17175830.0472727,945454.545454545,0,157.575757575758,157.575757575758,157.575757575758,0,945454.545454545,0,0,0,0,0,0,3.03030303030303,3.03030303030303,0,0,0,0,0,0,651.515151515152,478.787878787879,172.727272727273,21.2121212121212,21.2121212121212,0,81.8181818181818,0,754.545454545455,0,3.03030303030303,0,3.03030303030303,0,0,0,42.4242424242424,0,36.3636363636364,45.4545454545455,78.7878787878788,0,0,154.545454545455,0,133.333333333333,178.787878787879,0,0,78.7878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75
4,0,0,0,0,0,211780,0,0,0,0,0,37,2,415002,6,0.44,0,0.44,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0.44,0,0.44,0,0,0.44,0,0.44,0,0,0,0,0,0,0,19.5,2,870.454545454545,481318.181818182,481318.181818182,0,0,0,0,0,0,481318.181818182,0,0,0,0,0,1039318.18181818,2937954.54545454,0,0,0,0,0,735000,454100.378787879,63307.4162679426,517407.795055821,289772.727272727,2170454.54545454,0,2170454.54545454,37963345.4545455,1664545.45454545,0,39627890.9090909,8080318.88596491,114765.111989633,555786.374545455,670551.486535088,40804351.4865351,36519226.5685805,46043664.3405104,2841006.03198963,48884670.3725,-4285124.91795455,44599545.4545454,0,197.727272727273,6356.81818181818,6356.81818181818,0,44599545.4545454,0,0,0,0,0,0,18.1818181818182,18.1818181818182,0,0,0,0,0,0,1529.54545454545,972.727272727273,556.818181818182,102.272727272727,56.8181818181818,45.4545454545454,709.090909090909,0,2340.90909090909,0,20.4545454545455,0,2.27272727272727,0,0,0,295.454545454545,0,84.0909090909091,320.454545454545,0,0,0,515.909090909091,0,81.8181818181818,447.727272727273,0,0,565.909090909091,0,0,0,0,6.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
4,0,0,0,0,0,21970,62370,315000,0,0,644380,99,4,423960,6,1.32,1.32,0,0,0,1.32,1.32,0,0,0,0,0,0,0,0,1.32,1.32,0,0,0,1.32,1.32,0,0,0,0,0,0,0,0,4,2,530.30303030303,790696.96969697,16643.9393939394,774053.03030303,0,0,0,0,0,16643.9393939394,47250,238636.363636364,0,0,488166.666666667,171136.363636364,35151.5151515152,0,0,0,0,0,78030.303030303,26628.7878787879,500727.272727273,527356.060606061,0,5713636.36363636,0,5713636.36363636,4628632.57575758,0,0,4628632.57575758,2026331.21212121,38595,70725.2318181818,109320.231818182,10451589.1712121,284123.333333333,6654963.78787879,5822956.59545454,12477920.3833333,-10167465.8378788,2310454.54545455,313.636363636364,0,0,119.181818181818,2310454.54545455,0,0,0,0,0,0,0,0.757575757575758,0.757575757575758,57.5757575757576,1140.15151515152,0,0,404.545454545455,1602.27272727273,271.969696969697,241.666666666667,30.3030303030303,0,0,0,1.51515151515152,0,273.484848484848,0,6.81818181818182,0,6.06060606060606,0,0,0,18.1818181818182,0,18.9393939393939,68.1818181818182,31.8181818181818,0,0,10.6060606060606,0,17.4242424242424,68.9393939393939,0,0,13.6363636363636,0,0,0,3.03030303030303,3.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81818181818182,6.16666666666667
4,0,0,0,0,0,232860,2328480,0,0,0,0,33,4,434170,6,1.38,0,1.38,0,0,1.38,0,1.38,0,0,0,0,0,0,0,1.04,0,1.04,0,0,1.04,0,1.04,0,0,0,0,0,0,0,29,2,1201.92307692308,2462826.92307692,223903.846153846,2238923.07692308,0,0,0,0,0,223903.846153846,2238923.07692308,0,0,0,0,1412019.23076923,629326.923076923,0,0,0,0,0,0,943644.631410256,1328228.36538462,2271872.99679487,72772.4358974359,4808653.84615385,0,4808653.84615385,8984197.11538462,0,0,8984197.11538462,7282988.50961538,151603.653910256,167255.790384615,318859.444294872,14111710.4058333,27581242.2596154,16267185.625,5127513.29044872,21394698.9154487,13469531.8537821,34864230.7692308,2161.53846153846,10.5769230769231,10.5769230769231,831.961538461538,34800769.2307692,63461.5384615384,0,0,0,0,0,0,3.84615384615385,3.84615384615385,9784.61538461538,0,0,0,0,9784.61538461538,514.423076923077,293.269230769231,221.153846153846,0,0,0,50.9615384615385,0,565.384615384615,0,0.961538461538461,0,4.80769230769231,0,0,0,30.7692307692308,0,22.1153846153846,29.8076923076923,39.4230769230769,0,0,202.884615384615,0,0,196.153846153846,0,0,38.4615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11111111111111
4,0,0,0,0,0,23900,0,0,0,0,0,33,4,434170,6,1.32,0,1.32,0,0,0,0,0,0,0,1.32,0,1.32,0,0,1.32,0,1.32,0,0,0,0,0,0,0,1.32,0,1.32,0,0,18,1,1363.63636363636,18106.0606060606,18106.0606060606,0,0,0,0,0,0,18106.0606060606,0,0,0,0,0,795227.272727273,197348.484848485,0,0,0,0,0,397121.212121212,240751.262626263,139704.545454545,380455.808080808,187373.737373737,0,2775757.57575758,2775757.57575758,7249690.90909091,3340219.6969697,0,10589910.6060606,8525779.84848485,36184.6404040404,148771.649090909,184956.289494949,7434647.19858586,22970356.5151515,12999713.1818182,2960713.86525253,15960427.0470707,15535709.3165657,31496136.3636364,1686.36363636364,0,1068.93939393939,1709.75757575758,17706818.1818182,13789318.1818182,0,0,0,0,0,0,0.757575757575758,0.757575757575758,0,0,0,0,0,0,375,265.151515151515,109.848484848485,250.757575757576,0,250.757575757576,53.030303030303,0,678.787878787879,0,2.27272727272727,0,6.06060606060606,0,0,0,44.6969696969697,0,53.030303030303,391.666666666667,0,0,0,0,0,0,150,3.78787878787879,0,21.969696969697,0,0,0,5.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11111111111111
4,0,0,0,0,0,24610,0,0,159390,0,0,37,1,415002,5,0.15,0,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,25,2,708.333333333333,1533333.33333333,205083.333333333,1328250,0,0,0,0,0,205083.333333333,0,0,1328250,0,0,2570833.33333333,913333.333333333,0,0,0,0,0,214166.666666667,2913083.33333333,540000,3453083.33333333,0,1441666.66666667,0,1441666.66666667,53790616.6666667,11680641.6666667,0,65471258.3333333,20780393.6666667,105233.426666667,876716.27,981949.696666667,56214233.03,51370439.6666667,74571010.3333333,2423616.36333333,76994626.6966667,-4843793.36333333,72150833.3333333,0,375,6033.33333333333,6033.33333333333,0,72150833.3333333,0,0,0,0,0,0,16.6666666666667,16.6666666666667,0,0,20541.6666666667,0,0,20541.6666666667,2891.66666666667,2716.66666666667,175,666.666666666667,625,41.6666666666667,208.333333333333,0,3766.66666666667,0,108.333333333333,0,0,0,0,0,283.333333333333,0,825,200,441.666666666667,0,0,925,0,0,91.6666666666667,0,0,841.666666666667,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667,43.6315789473684
4,0,0,0,0,0,26360,126130,0,0,0,0,37,1,415002,6,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,23,2,454.545454545455,1386272.72727273,239636.363636364,1146636.36363636,0,0,0,0,0,239636.363636364,1146636.36363636,0,0,0,0,1079090.90909091,627272.727272727,0,0,0,0,0,233636.363636364,3295992.42424242,108516.746411483,3404509.17065391,0,2890909.09090909,0,2890909.09090909,25715227.2727273,3936000,0,29651227.2727273,11081783.8979266,369255.282743222,408921,778176.282743222,29384312.6463796,7430943.37480064,36797011.1706539,3669085.37365231,40466096.5443062,-21953369.2715789,18512727.2727273,781.818181818182,409.090909090909,2254.54545454545,2551.63636363636,3361818.18181818,15150909.0909091,0,0,0,0,0,0,227.272727272727,227.272727272727,6009.09090909091,0,0,0,0,6009.09090909091,1327.27272727273,1327.27272727273,0,218.181818181818,218.181818181818,0,118.181818181818,0,1663.63636363636,0,9.09090909090909,0,27.2727272727273,0,0,0,81.8181818181818,0,218.181818181818,400,72.7272727272727,0,0,572.727272727273,0,0,172.727272727273,0,0,90.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,43.6315789473684
4,0,0,0,0,0,280760,0,0,0,0,289970,37,2,415002,6,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,28,2,2333.33333333333,1902433.33333333,935866.666666667,966566.666666667,0,0,0,0,0,935866.666666667,0,0,0,0,966566.666666667,1729000,1891000,0,169666.666666667,0,0,0,0,278694.444444444,53048.2456140351,331742.69005848,0,1446666.66666667,0,1446666.66666667,24969193.3333333,3696866.66666667,0,28666060,10135711.3567251,48518.6402339181,426041.184,474559.824233918,26890419.8242339,11410955.3099415,35104904.6900585,1921226.49090058,37026131.1809591,-15479464.5142924,21546666.6666667,0,186.666666666667,3346.66666666667,3346.66666666667,0,21546666.6666667,0,0,0,0,0,0,110,110,0,0,0,0,3200,3200,1330,470,860,216.666666666667,183.333333333333,33.3333333333333,270,0,1816.66666666667,0,16.6666666666667,0,0,0,0,0,356.666666666667,0,50,233.333333333333,66.6666666666667,0,0,616.666666666667,0,0,206.666666666667,0,0,266.666666666667,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4
4,0,0,0,0,0,28120,471240,0,0,0,0,37,3,415002,6,0.57,0,0.57,0,0,0,0,0,0,0,0.57,0,0.57,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0.57,0,0.57,0,0,18.2,2,1017.54385964912,876070.175438596,49333.3333333333,826736.842105263,0,0,0,0,0,49333.3333333333,826736.842105263,0,0,0,0,611754.385964912,1650526.31578947,0,0,0,0,0,135438.596491228,4471236.84210526,89750.6925207756,4560987.53462604,0,0,1621052.63157895,1621052.63157895,11123161.4035088,7335087.71929824,1533333.33333333,19991582.4561403,17815247.710327,238049.633167128,288490.611929825,526540.245096953,12573706.6307995,12354752.289673,28241361.4644506,2147592.8766759,30388954.3411265,-218954.341126502,30170000,0,542.105263157895,4705.26315789474,4705.26315789474,0,30170000,0,0,0,0,0,0,5.26315789473684,5.26315789473684,3570.17543859649,0,0,0,0,3570.17543859649,454.385964912281,452.631578947368,1.75438596491228,554.385964912281,92.9824561403509,461.40350877193,161.40350877193,0,1170.17543859649,0,3.50877192982456,0,1.75438596491228,0,0,0,50.8771929824561,0,275.438596491228,515.789473684211,26.3157894736842,0,0,119.298245614035,0,0,63.1578947368421,0,0,108.771929824561,0,0,0,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,0,0,28990,110880,0,0,0,0,37,1,415002,6,0.29,0,0.29,0,0,0.29,0,0.29,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0.29,0,0.29,0,0,0,0,0,0,0,23,1,517.241379310345,482310.344827586,99965.5172413793,382344.827586207,0,0,0,0,0,99965.5172413793,382344.827586207,0,0,0,0,1104137.93103448,1562068.96551724,0,0,0,0,0,127586.206896552,1914942.52873563,196007.259528131,2110949.78826376,0,1662068.96551724,0,1662068.96551724,17645337.9310345,23712255.1724138,610344.827586207,41967937.9310345,29864249.8326207,140899.29461585,561026.113103448,701925.407719298,20269737.7081899,-1061836.03951726,47769993.1675741,2363994.37323654,50133987.5408106,-21331573.7477072,28802413.7931034,493.103448275862,379.310344827586,4027.58620689655,4214.96551724138,2514827.5862069,26287586.2068966,0,0,0,0,0,0,6.89655172413793,6.89655172413793,875.862068965517,0,0,0,0,875.862068965517,1172.41379310345,110.344827586207,1062.06896551724,1462.06896551724,855.172413793103,606.896551724138,55.1724137931035,24.1379310344828,2713.79310344828,0,6.89655172413793,0,0,0,0,0,27.5862068965517,0,848.275862068966,927.586206896552,13.7931034482759,0,0,627.586206896552,0,0,162.068965517241,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,304910,0,0,0,0,0,37,3,415002,6,0.62,0,0.62,0,0,0,0,0,0,0,0.62,0,0.62,0,0,0.62,0,0.62,0,0,0,0,0,0,0,0.62,0,0.62,0,0,16,2,750,491790.322580645,491790.322580645,0,0,0,0,0,0,491790.322580645,0,0,0,0,0,2028548.38709677,1535806.4516129,0,0,27903.2258064516,0,0,0,2274729.83870968,46451.6129032258,2321181.4516129,65822.5806451613,0,1356451.61290323,1356451.61290323,26119464.516129,5226129.03225806,572580.64516129,31918174.1935484,13564099.2109636,84931.5966666666,446427.56,531359.156666667,27127940.1715095,27543320.1438751,38804228.6129032,1887810.76956989,40692039.3824731,415379.972365595,41107419.3548387,0,1067.74193548387,6316.12903225806,6316.12903225806,0,41107419.3548387,0,0,0,0,0,0,6.45161290322581,6.45161290322581,0,0,0,0,0,0,1430.64516129032,1251.61290322581,179.032258064516,337.096774193548,8.06451612903226,329.032258064516,103.225806451613,45.1612903225806,1916.12903225806,0,32.258064516129,0,0,0,0,0,154.838709677419,0,200,464.516129032258,38.7096774193548,0,0,512.903225806451,0,116.129032258064,275.806451612903,0,0,101.612903225806,0,0,0,0,1.61290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,17.741935483871,15.6578947368421
